task_id	soc_code	task	is_manual	rationale
22497	25-9043.00	Maintain computers in classrooms and laboratories, and assist students with hardware and software use.	True	Includes physical manipulation of computer hardware, operation of tools/equipment, and hands-on repair/maintenance work.
22499	25-9043.00	Organize and label materials and display students' work in a manner appropriate for their eye levels and perceptual skills.	True	Organizing and labeling materials, arranging displays requires physical manipulation of objects and materials in a physical space.
22502	25-9043.00	Prepare classrooms with a variety of materials or resources for children to explore, manipulate, or use in learning activities or imaginative play.	True	Task requires physical setup: arranging, organizing, and placing tangible materials and resources throughout the classroom for children's use.
22503	25-9043.00	Prepare lesson materials, bulletin board displays, exhibits, equipment, and demonstrations.	True	Preparing physical demonstrations, exhibits, displays, and equipment requires hands-on physical manipulation and setup of tangible objects.
22507	25-9043.00	Provide students with disabilities with assistive devices, supportive technology, and assistance accessing facilities, such as restrooms.	True	Involves physical manipulation of assistive devices, hands-on assistance with facility access, and direct physical support for students with disabilities.
22544	27-2041.00	Use gestures to shape the music being played, communicating desired tempo, phrasing, tone, color, pitch, volume, and other performance aspects.	True	Conducting requires physical gestures and bodily movement to communicate with musicians and shape performance in real-time.
22572	27-2041.00	Produce recordings of music.	True	Requires operating recording equipment, instruments, and physical/hands-on production work in a studio.
22577	27-2042.00	Specialize in playing a specific family of instruments or a particular type of music.	True	Playing instruments requires physical manipulation of tangible objects and bodily coordination to produce sound.
22581	27-2042.00	Play musical instruments as soloists, or as members or guest artists of musical groups such as orchestras, ensembles, or bands.	True	Playing musical instruments requires physical manipulation and operation of tangible objects (instruments) and bodily movement to produce music.
22594	27-2042.00	Learn acting, dancing, and other skills required for dramatic singing roles.	True	Learning involves physical practice: body movement, dancing, voice/breathing techniques, and rehearsal demonstrations requiring bodily execution.
22607	27-2091.00	Assemble audio and video equipment.	True	Assembling equipment requires physical manipulation of tangible components and tools.
22610	27-2091.00	Conduct sound checks to ensure equipment is working and appropriate for the venue.	True	Conducting sound checks requires physical operation of audio equipment, testing speakers, microphones, and adjusting systems on-site at the venue.
22614	27-2091.00	Encourage guests to dance using group dances, competitions, or other party games.	True	Leading group dances and party games involves physical movement and demonstration of dance steps to encourage participation.
22618	27-2091.00	Mix, cut, or sample recorded music using DJ controllers, CDJs, or DJ mixers.	True	Operating DJ equipment (controllers, CDJs, mixers) requires hands-on physical manipulation of electronic instruments to produce music.
22619	27-2091.00	Operate disc jockey controller and other equipment, such as microphones.	True	Operating DJ equipment and microphones involves physical manipulation and control of tangible machinery and tools.
22620	27-2091.00	Operate visual effects equipment, such as lights, fog machines, or lasers.	True	Operating physical equipment (lights, fog machines, lasers) requires hands-on interaction with machinery and tools.
22644	27-3023.00	Photograph or videotape news events.	True	Requires operating camera/video equipment and physical presence at news events to capture footage.
22646	27-3023.00	Take pictures or video, and process them for inclusion in a story.	True	Taking pictures/video requires operating physical cameras and handling equipment; processing involves physical work with devices at a worksite.
22673	27-4015.00	Assess safety of wiring or equipment set-up to determine the risk of fire or electrical shock.	True	Requires physical inspection of wiring/equipment, hands-on examination to assess risk conditions.
22675	27-4015.00	Disassemble and store equipment after performances.	True	Disassembling and storing equipment requires physical manipulation of tangible objects and operation of tools.
22676	27-4015.00	Install color effects or image patterns, such as color filters, onto lighting fixtures.	True	Installing color filters and patterns requires physical manipulation of fixtures and materials to attach effects to lighting equipment.
22677	27-4015.00	Install electrical cables or wire fixtures.	True	Installing cables and fixtures requires physical manipulation of tangible objects and use of tools, hands-on work at a site.
22678	27-4015.00	Load, unload, or position lighting equipment.	True	Requires physical manipulation and movement of tangible lighting equipment; primary work involves hands-on handling and positioning.
22679	27-4015.00	Match light fixture settings, such as brightness and color, to lighting design plans.	True	Matching light fixture settings requires physical manipulation of fixture controls and adjustment of physical parameters like brightness and color settings.
22681	27-4015.00	Operate manual or automated systems to control lighting throughout productions.	True	Operating lighting systems requires physical manipulation of equipment controls, switches, and boards during production.
22682	27-4015.00	Patch or wire lights to dimmers or other electronic consoles.	True	Patching and wiring lights requires physical manipulation of equipment, cables, and electronic components—hands-on work with tangible objects.
22683	27-4015.00	Perform minor repairs or routine maintenance on lighting equipment, such as replacing lamps or damaged color filters.	True	Requires physical manipulation of equipment: removing/replacing lamps and filters, hands-on maintenance work.
22685	27-4015.00	Set up and focus light fixtures to meet requirements of television, theater, concerts, or other productions.	True	Setting up and focusing light fixtures requires physical manipulation of equipment, climbing/positioning, and hands-on operation of tangible lighting hardware.
22686	27-4015.00	Set up scaffolding or cranes to assist with setting up of lighting equipment.	True	Setting up scaffolding or cranes requires physical operation of machinery and equipment, and physical manipulation of structural elements at a work site.
22687	27-4015.00	Test lighting equipment function and desired lighting effects.	True	Testing equipment requires hands-on operation and physical interaction with lighting gear to verify functionality.
22688	27-4015.00	Visit and assess structural and electrical layout of locations before setting up lighting equipment.	True	Task requires physical presence on-site to visually inspect structures and electrical systems before equipment installation.
22689	29-1212.00	Administer emergency cardiac care for life-threatening heart problems, such as cardiac arrest and heart attack.	True	Administering emergency cardiac care requires hands-on physical actions: chest compressions, defibrillation, IV insertion, medication administration, airway management.
22694	29-1212.00	Conduct electrocardiogram (EKG), phonocardiogram, echocardiogram, or other cardiovascular tests to record patients' cardiac activity, using specialized electronic test equipment, recording devices, or laboratory instruments.	True	Operating specialized cardiovascular test equipment on patients requires hands-on physical manipulation and direct patient interaction to conduct diagnostic procedures.
22695	29-1212.00	Conduct exercise electrocardiogram tests to monitor cardiovascular activity under stress.	True	Requires physical setup of electrodes, patient monitoring, and equipment operation during exercise testing.
22697	29-1212.00	Conduct tests of the pulmonary system, using a spirometer or other respiratory testing equipment.	True	Requires physical operation of respiratory testing equipment and direct hands-on interaction with patient's breathing apparatus.
22699	29-1212.00	Diagnose cardiovascular conditions, using cardiac catheterization.	True	Cardiac catheterization involves inserting a catheter into blood vessels and manipulating it to examine the heart—direct physical manipulation requiring hands-on clinical execution.
22702	29-1212.00	Inject contrast media into patients' blood vessels.	True	Requires direct physical manipulation—injecting a substance into a patient's blood vessels via needle/catheter insertion.
22705	29-1212.00	Observe ultrasound display screen, and listen to signals to record vascular information, such as blood pressure, limb volume changes, oxygen saturation, and cerebral circulation.	True	Requires physical presence at equipment, observation of displays, listening to signals, and hands-on measurement/interaction with vascular monitoring devices.
22707	29-1212.00	Operate diagnostic imaging equipment to produce contrast-enhanced radiographs of heart and cardiovascular system.	True	Operating diagnostic imaging equipment requires hands-on manipulation of physical machines, positioning equipment, and injecting contrast media.
22709	29-1212.00	Perform minimally invasive surgical procedures, such as implanting pacemakers and defibrillators.	True	Requires hands-on surgical manipulation of medical instruments and implantable devices in a patient's body.
22710	29-1212.00	Perform vascular procedures, such as balloon angioplasty and stents.	True	Vascular procedures require direct physical manipulation of medical instruments, catheters, and devices within the patient's body to open blocked vessels.
22716	29-1214.00	Assess patients' pain levels or sedation requirements.	True	Assessing pain and sedation requires direct patient observation and physical examination techniques performed in person.
22726	29-1214.00	Perform emergency resuscitations on patients.	True	Emergency resuscitation requires hands-on physical execution: chest compressions, airway management, defibrillator operation.
22727	29-1214.00	Perform such medical procedures as emergent cricothyrotomy, endotracheal intubation, and emergency thoracotomy.	True	These are invasive surgical procedures requiring direct physical manipulation of a patient's airway and chest cavity to establish breathing/circulation.
22730	29-1214.00	Select, request, perform, or interpret diagnostic procedures, such as laboratory tests, electrocardiograms, emergency ultrasounds, and radiographs.	True	Performing diagnostic procedures requires hands-on operation of medical equipment (ultrasound, EKG machines, radiographs) and direct patient interaction.
22731	29-1214.00	Stabilize patients in critical condition.	True	Stabilizing critical patients requires hands-on physical medical interventions like airway management, chest compressions, wound care.
22732	29-1224.00	Administer radioisotopes to clinical patients or research subjects.	True	Administering radioisotopes requires physical handling of medical materials and direct patient interaction (injection, ingestion assistance).
22744	29-1224.00	Test dosage evaluation instruments and survey meters to ensure they are operating properly.	True	Testing and evaluating instruments requires hands-on physical operation and inspection of equipment to verify proper functioning.
22747	29-1242.00	Diagnose bodily disorders and orthopedic conditions, and provide treatments, such as medicines and surgeries, in clinics, hospital wards, or operating rooms.	True	Requires physical examination of patients, surgical procedures, and hands-on medical treatment in clinical settings.
22748	29-1242.00	Diagnose or treat disorders of the musculoskeletal system.	True	Diagnosing and treating musculoskeletal disorders requires physical examination, hands-on assessment, and manual therapeutic techniques on patients.
2275	35-3031.00	Check patrons' identification to ensure that they meet minimum age requirements for consumption of alcoholic beverages.	True	Physical inspection task—must examine and verify ID documents in person to ensure legal age compliance.
22750	29-1242.00	Examine instruments, equipment, and operating room to ensure sterility.	True	Physical inspection requires being present and visually/tactilely examining sterile instruments and equipment directly.
22751	29-1242.00	Examine patient to obtain information on medical condition and surgical risk.	True	Physical examination of patient requires hands-on assessment, palpation, and direct observation to evaluate medical condition and surgical risk.
22752	29-1242.00	Follow established surgical techniques during the operation.	True	Performing surgery involves physical manipulation of instruments, patient tissue, and execution of hands-on medical procedures.
22754	29-1242.00	Operate on patient's musculoskeletal system to correct deformities, repair injuries, prevent and treat diseases, or improve or restore patient's functions.	True	Surgical operation requires physical manipulation of patient's body and use of surgical instruments and tools.
22765	29-1243.00	Examine fetuses, infants, children, and adolescents, and diagnose health issues to determine need for intervention, such as surgery.	True	Examining patients requires physical hands-on assessment, palpation, and inspection to diagnose health conditions.
22766	29-1243.00	Examine instruments, equipment, and operating room to ensure sterility.	True	Physical inspection of instruments and equipment requires hands-on examination and presence in the operating room to verify sterility.
22767	29-1243.00	Examine patient to obtain information on medical condition and surgical risk.	True	Physical examination of patient requires hands-on assessment, palpation, and direct bodily interaction to evaluate medical condition.
22768	29-1243.00	Follow established surgical techniques during the operation.	True	Surgical operation requires hands-on physical execution of medical procedures using surgical instruments and direct patient contact.
22772	29-1243.00	Monitor patient's recovery, making follow-up visits and using postoperative assessment techniques, such as blood and imaging tests.	True	Includes physical examination, blood draws, and hands-on postoperative assessment requiring direct patient interaction and physical presence.
22773	29-1243.00	Operate on fetuses, infants, children, and adolescents to correct deformities, repair injuries, prevent and treat diseases, or improve or restore patients' functions.	True	Surgical operations require hands-on physical manipulation of patients and use of surgical instruments and tools.
22774	29-1243.00	Perform transplantation operations, such as organ transplants, on fetuses, infants, children, and adolescents.	True	Transplant operations require surgical manipulation of organs and tissues on patients, involving hands-on physical execution.
22780	29-2011.04	Cut sections of body tissues for microscopic examination, using microtomes.	True	Operating a microtome to cut tissue sections requires hands-on physical manipulation of equipment and specimens.
22781	29-2011.04	Embed tissue specimens into paraffin wax blocks, or infiltrate tissue specimens with wax.	True	Embedding tissue into paraffin and wax infiltration requires hands-on manipulation of tangible materials and specimens using laboratory equipment.
22782	29-2011.04	Examine slides under microscopes to ensure tissue preparation meets laboratory requirements.	True	Requires physical operation of a microscope and hands-on visual inspection of tissue slides to assess preparation quality.
22784	29-2011.04	Operate computerized laboratory equipment to dehydrate, decalcify, or microincinerate tissue samples.	True	Operating computerized laboratory equipment involves physically manipulating and controlling machinery to process tissue samples.
22785	29-2011.04	Perform electron microscopy or mass spectrometry to analyze specimens.	True	Operating specialized analytical equipment (electron microscope, mass spectrometer) requires hands-on manipulation of instruments and specimens.
22786	29-2011.04	Perform procedures associated with histochemistry to prepare specimens for immunofluorescence or microscopy.	True	Physical manipulation of specimens, application of stains and reagents, tissue mounting require hands-on laboratory work at a microscope or workbench.
22787	29-2011.04	Perform tests by following physician instructions.	True	Performing tests per physician instructions requires hands-on physical execution (blood draws, EKGs, imaging) or physical manipulation in a clinical setting.
22788	29-2011.04	Prepare or use prepared tissue specimens for teaching, research or diagnostic purposes.	True	Requires physical handling and preparation of tissue specimens, including manipulation of tangible biological materials.
22789	29-2011.04	Prepare substances, such as reagents and dilution, and stains for histological specimens according to protocols.	True	Preparing substances requires physical manipulation of reagents, measuring, mixing, and handling materials in a laboratory setting according to protocols.
22790	29-2011.04	Resolve problems with laboratory equipment and instruments, such as microscopes, mass spectrometers, microtomes, immunostainers, tissue processors, embedding centers, and water baths.	True	Resolving problems with laboratory equipment requires hands-on troubleshooting, physical inspection, testing, and repair of tangible instruments.
22791	29-2011.04	Stain tissue specimens with dyes or other chemicals to make cell details visible under microscopes.	True	Staining tissue specimens requires hands-on manipulation of tangible objects (specimens, dyes, chemicals) and use of laboratory equipment and tools.
22794	29-2012.01	Archive diagnostic material, such as histologic slides and blocks.	True	Requires physical handling and organization of tangible diagnostic materials (slides, blocks) for storage and archival purposes.
22795	29-2012.01	Cut sections of body tissues for microscopic examination, using microtomes.	True	Operating a microtome to cut tissue sections requires physical tool manipulation and hands-on execution of a technical procedure.
22796	29-2012.01	Embed tissue specimens into paraffin wax blocks, or infiltrate tissue specimens with wax.	True	Physical manipulation of tissue specimens and paraffin wax requires hands-on handling, immersion, and assembly into blocks.
22797	29-2012.01	Freeze tissue specimens.	True	Physical manipulation of tissue specimens and operation of freezing equipment/devices required.
22798	29-2012.01	Maintain laboratory equipment, such as microscopes, mass spectrometers, microtomes, immunostainers, tissue processors, embedding centers, and water baths.	True	Maintaining laboratory equipment requires physical manipulation, inspection, adjustment, cleaning, and repair of tangible machines and instruments.
22799	29-2012.01	Mount tissue specimens on glass slides.	True	Mounting specimens requires physical manipulation of tissue samples and glass slides, placement and securing of materials.
2280	35-3031.00	Serve food or beverages to patrons, and prepare or serve specialty dishes at tables as required.	True	Serving food/beverages and preparing specialty dishes requires physical handling of items, movement at the work site, and hands-on food service execution.
22800	29-2012.01	Operate computerized laboratory equipment to dehydrate, decalcify, or microincinerate tissue samples.	True	Operating computerized laboratory equipment requires hands-on interaction with machines to process physical tissue samples through mechanical/thermal processes.
22801	29-2012.01	Stain tissue specimens with dyes or other chemicals to make cell details visible under microscopes.	True	Requires physical manipulation of tissue specimens and chemical application to prepare samples for microscopy.
22803	29-2034.00	Operate or oversee operation of radiologic or magnetic imaging equipment to produce images of the body for diagnostic purposes.	True	Operating imaging equipment (MRI, X-ray, CT scanners) requires hands-on physical operation of specialized machinery and positioning patients to capture diagnostic images.
22804	29-2034.00	Position patient on examining table and set up and adjust equipment to obtain optimum view of specific body area as requested by physician.	True	Positioning patient physically and manually adjusting medical equipment requires hands-on physical interaction with both the patient and tangible objects.
22806	29-2034.00	Use radiation safety measures and protection devices to comply with government regulations and to ensure safety of patients and staff.	True	Using protection devices (lead aprons, shields, etc.) and implementing safety measures requires physical handling of equipment and tangible objects.
22807	29-2034.00	Position imaging equipment and adjust controls to set exposure time and distance, according to specification of examination.	True	Positioning equipment and adjusting physical controls requires hands-on manipulation of tangible imaging equipment and physical setup.
22808	29-2034.00	Explain procedures and observe patients to ensure safety and comfort during scan.	True	Requires physical presence and hands-on patient interaction—positioning, monitoring vital signs, ensuring comfort during medical scans.
22812	29-2034.00	Make exposures necessary for the requested procedures, rejecting and repeating work that does not meet established standards.	True	Making exposures (likely radiographic/imaging) requires hands-on operation of equipment and physical positioning/manipulation to meet clinical standards.
22813	29-2034.00	Set up examination rooms, ensuring that all necessary equipment is ready.	True	Setting up examination rooms requires physical manipulation of equipment, arranging furniture, checking supplies, and hands-on preparation of the physical space.
22815	29-2034.00	Transport patients to or from exam rooms.	True	Transporting patients requires physical movement, guiding, and potentially assisting with mobility to move them between locations.
22816	29-2034.00	Monitor patients' conditions and reactions, reporting abnormal signs to physician.	True	Requires physical observation and assessment of patients in person, checking vital signs and symptoms. Communication with physician is secondary to hands-on patient monitoring.
22817	29-2034.00	Provide assistance to physicians or other technologists in the performance of more complex procedures.	True	Assisting with complex medical procedures typically involves hands-on physical participation, sterile handling of instruments, and direct patient interaction.
22818	29-2034.00	Operate mobile x-ray equipment in operating room, emergency room, or at patient's bedside.	True	Operating mobile x-ray equipment requires physical manipulation and operation of specialized medical machinery at a patient's location.
22820	29-2034.00	Perform procedures, such as linear tomography, mammography, sonograms, joint and cyst aspirations, routine contrast studies, routine fluoroscopy, or examinations of the head, trunk, or extremities under supervision of physician.	True	Operating imaging equipment and performing physical aspirations/examinations requires hands-on manipulation of equipment and patient contact.
22821	29-2034.00	Provide assistance in dressing or changing seriously ill or injured patients or patients with disabilities.	True	Direct physical assistance with dressing/changing requires hands-on bodily contact and manual manipulation of patient clothing and garments.
22826	29-2034.00	Prepare contrast material, radiopharmaceuticals, or anesthetic or antispasmodic drugs under the direction of a radiologist.	True	Preparing drugs and contrast materials requires physical manipulation and handling of tangible substances and equipment.
22827	29-2034.00	Operate fluoroscope to aid physician to view and guide wire or catheter through blood vessels to area of interest.	True	Operating fluoroscope equipment requires physical operation of machinery and real-time hands-on guidance during medical procedures.
22839	29-2036.00	Develop requirements for the use of patient immobilization devices and positioning aides, such as molds or casts, as part of treatment plans to ensure accurate delivery of radiation and comfort of patient.	True	Developing immobilization devices and positioning aides involves physical creation, fitting, and hands-on work with tangible medical devices and patient contact.
22842	29-2036.00	Fabricate beam modifying devices, such as compensators, shields, and wedge filters.	True	Fabricating devices requires physical manipulation, assembly, and operation of manufacturing tools and machinery.
22843	29-2036.00	Fabricate patient immobilization devices, such as molds or casts, for radiation delivery.	True	Fabricating casts and molds requires physical manipulation of materials, molding techniques, and hands-on device construction.
22846	29-2036.00	Measure the amount of radioactivity in patients or equipment, using radiation monitoring devices.	True	Uses radiation monitoring devices to physically measure radioactivity in patients/equipment. Requires hands-on operation of instruments.
22847	29-2036.00	Perform quality assurance system checks, such as calibrations, on treatment planning computers.	True	Involves physical calibration and checking of equipment hardware; requires hands-on interaction with treatment planning computers.
2285	35-3031.00	Clean tables or counters after patrons have finished dining.	True	Physical manipulation of objects (wiping, cleaning) and bodily movement to interact with dining surfaces.
22852	29-2042.00	Administer first aid treatment or life support care to sick or injured persons in prehospital settings.	True	Administering first aid and life support requires hands-on physical interaction with patients (chest compressions, bandaging, airway management, physical assessment).
22853	29-2042.00	Assess nature and extent of illness or injury to establish and prioritize medical procedures.	True	Assessment requires physical examination of patient (observation, palpation, vital signs), which demands direct hands-on or observational interaction with the person.
22858	29-2042.00	Decontaminate ambulance interior following treatment of patient with infectious disease, and report case to proper authorities.	True	Decontamination requires physical cleaning/disinfection of surfaces; reporting is separate administrative task.
22859	29-2042.00	Drive mobile intensive care unit to specified location, following instructions from emergency medical dispatcher.	True	Driving a vehicle (mobile intensive care unit) is physical operation of machinery requiring hands-on control and movement.
2286	35-3031.00	Prepare hot, cold, and mixed drinks for patrons, and chill bottles of wine.	True	Preparing drinks requires hands-on manipulation of bottles, glasses, ice, and ingredients; chilling wine involves physical handling of bottles.
22860	29-2042.00	Immobilize patient for placement on stretcher and ambulance transport, using backboard or other spinal immobilization device.	True	Immobilizing a patient requires physical manipulation, handling, and use of medical devices (backboard, straps) to secure and move the patient's body.
22861	29-2042.00	Maintain vehicles and medical and communication equipment, and replenish first aid equipment and supplies.	True	Task involves physical maintenance of equipment, replenishing supplies, and hands-on equipment work.
22863	29-2042.00	Perform emergency diagnostic and treatment procedures, such as stomach suction, airway management, or heart monitoring, during ambulance ride.	True	Direct physical manipulation and operation of medical equipment and hands-on patient care during transport.
22864	29-2043.00	Administer drugs, orally or by injection, or perform intravenous procedures.	True	Administering drugs and IV procedures require hands-on physical manipulation and bodily interaction with patients.
22865	29-2043.00	Administer first aid treatment or life support care to sick or injured persons in prehospital settings.	True	Administering first aid and life support requires hands-on physical interaction with patients, including CPR, bandaging, and equipment operation.
22866	29-2043.00	Assess nature and extent of illness or injury to establish and prioritize medical procedures.	True	Assessing illness/injury involves physical examination and inspection of patients, requiring hands-on medical assessment and direct observation.
22873	29-2043.00	Operate equipment, such as electrocardiograms (EKGs), external defibrillators, or bag valve mask resuscitators, in advanced life support environments.	True	Operating medical equipment (EKGs, defibrillators, resuscitators) requires physical manipulation and hands-on execution of emergency devices.
22874	29-2043.00	Perform emergency cardiac care, such as cardioversion and manual defibrillation.	True	Cardioversion and manual defibrillation require direct physical manipulation of equipment and patient contact during life-saving interventions.
22875	29-2043.00	Perform emergency invasive intervention before delivering patient to an acute care facility.	True	Emergency invasive intervention requires physical hands-on medical procedures (airway management, chest compressions, needle insertion) performed directly on the patient's body.
22876	29-2043.00	Perform emergency pharmacological interventions.	True	Administering medications requires physical manipulation—injecting, infusing, or delivering drugs—direct hands-on clinical action.
2288	35-3031.00	Prepare tables for meals, including setting up items such as linens, silverware, and glassware.	True	Task requires physical manipulation of tangible objects (linens, silverware, glassware) and hands-on arrangement at tables.
2289	35-3031.00	Perform food preparation duties, such as preparing salads, appetizers, and cold dishes, portioning desserts, and brewing coffee.	True	Primary execution involves physical manipulation of food items—preparing, portioning, and brewing—requiring hands-on food preparation work.
2290	35-3031.00	Stock service areas with supplies such as coffee, food, tableware, and linens.	True	Requires physical manipulation and transport of tangible objects (supplies, linens, tableware) to service areas.
2291	35-3031.00	Garnish and decorate dishes in preparation for serving.	True	Garnishing and decorating dishes requires physical manipulation of food items and hands-on plating work.
22911	33-1021.00	Provide emergency medical services as required, and perform light to heavy rescue functions at emergencies.	True	Requires physical presence at emergencies, hands-on medical care, and manual rescue operations (lifting victims, operating equipment, bodily exertion).
22912	33-1021.00	Assess nature and extent of fire, condition of building, danger to adjacent buildings, and water supply status to determine crew or company requirements.	True	Requires on-site physical inspection of fire, building condition, and water supply—hands-on assessment of tangible structures and environment.
22916	33-1021.00	Maintain fire suppression equipment in good condition, checking equipment periodically to ensure that it is ready for use.	True	Maintaining and checking fire suppression equipment requires physical inspection, testing, and hands-on maintenance of tangible equipment.
22919	33-1021.00	Perform maintenance and minor repairs on firefighting equipment, including vehicles, and write and submit proposals to modify, replace, and repair equipment.	True	Primary execution involves physical maintenance and repairs on equipment and vehicles—manual work. Writing proposals is secondary.
2292	35-3031.00	Fill salt, pepper, sugar, cream, condiment, and napkin containers.	True	Physically filling containers requires manual manipulation of tangible objects and hands-on execution at a work site.
22924	33-1021.00	Drive crew carriers to transport firefighters to fire sites.	True	Operating a vehicle (crew carrier) to transport personnel requires hands-on physical control of a motor vehicle.
22925	33-1021.00	Inspect stations, uniforms, equipment, or recreation areas to ensure compliance with safety standards, taking corrective action as necessary.	True	Requires physical inspection—visiting stations, examining uniforms and equipment on-site, observing conditions to verify safety compliance.
22927	33-1021.00	Direct firefighters in station maintenance duties, and participate in these duties.	True	Directing AND participating in maintenance duties involves hands-on physical work at a facility, requiring bodily engagement with tangible tasks.
2293	35-3031.00	Escort customers to their tables.	True	Escorting requires physical presence and bodily movement to guide customers to tables.
22932	33-1021.00	Supervise and participate in the inspection of properties to ensure that they are in compliance with applicable fire codes, ordinances, laws, regulations, and standards.	True	Physical inspection of properties requires on-site presence, visual examination, and hands-on assessment of fire code compliance.
22933	33-1021.00	Inspect and test new and existing fire protection systems, fire detection systems, and fire safety equipment to ensure that they are operating properly.	True	Inspecting and testing fire protection systems requires hands-on physical examination, operation of equipment, and on-site presence to verify proper functioning.
22941	33-1091.00	Apprehend or evict trespassers, rule violators, or other security threats from the premises.	True	Apprehending or evicting trespassers requires physical presence, bodily movement, and potential physical restraint or removal of individuals from premises.
22946	33-1091.00	Inspect and adjust security equipment to ensure it is operational or to detect evidence of tampering.	True	Requires physical inspection and hands-on adjustment of tangible security equipment to verify operational status and detect tampering.
22947	33-1091.00	Investigate disturbances on the premises, such as security alarms, altercations, and suspicious activity.	True	Investigating disturbances requires physical presence at premises, observing and inspecting physical evidence, and potentially intervening in incidents.
2295	35-3031.00	Bring wine selections to tables with appropriate glasses, and pour the wines for customers.	True	Carrying wine bottles and glasses to tables, pouring wine requires physical manipulation of objects and movement through work site.
22953	33-1091.00	Patrol the premises to prevent or detect intrusion, protect property, or preserve order.	True	Patrolling requires physical presence at work site to monitor and interact with the physical environment in real-time.
22956	33-1091.00	Screen individuals and belongings to prevent passage of prohibited materials using walkthrough detectors, wands, or bag searches.	True	Task requires physical operation of security detectors, wands, and conducting hands-on bag searches—primary execution is physical and tactile.
22957	33-1091.00	Secure entrances and exits by locking doors and gates.	True	Physically operating locks on doors and gates requires direct manual manipulation of physical objects and mechanisms.
22961	33-2011.00	Rescue survivors from burning buildings, accident sites, and water hazards.	True	Rescuing survivors requires physical presence, bodily movement, and hands-on intervention at hazardous sites.
22962	33-2011.00	Dress with equipment such as fire-resistant clothing and breathing apparatus.	True	Dressing with equipment requires physical manipulation of clothing and apparatus; tangible objects must be put on and secured.
22964	33-2011.00	Move toward the source of a fire, using knowledge of types of fires, construction design, building materials, and physical layout of properties.	True	Requires physical movement into dangerous environment; bodily presence at fire location essential to execute task.
22965	33-2011.00	Respond to fire alarms and other calls for assistance, such as automobile and industrial accidents.	True	Responding to emergencies requires physical presence, hands-on rescue/assistance, and operation of equipment at accident scenes.
22966	33-2011.00	Create openings in buildings for ventilation or entrance, using axes, chisels, crowbars, electric saws, or core cutters.	True	Task requires physical operation of tools (axes, chisels, crowbars, saws, core cutters) and manipulation of building materials to create openings.
22967	33-2011.00	Drive and operate fire fighting vehicles and equipment.	True	Driving and operating vehicles and equipment requires physical manipulation and operation of machinery.
22968	33-2011.00	Inspect fire sites after flames have been extinguished to ensure that there is no further danger.	True	Physical inspection requires presence at the fire site, visually examining and potentially touching structures/materials to verify safety.
22969	33-2011.00	Position and climb ladders to gain access to upper levels of buildings, or to rescue individuals from burning structures.	True	Climbing ladders requires physical manipulation of equipment and bodily movement to access upper levels or perform rescue operations in burning structures.
22970	33-2011.00	Select and attach hose nozzles, depending on fire type, and direct streams of water or chemicals onto fires.	True	Physical manipulation of hose nozzles and direction of water/chemical streams requires hands-on operation of equipment and tools at the fire scene.
22973	33-2011.00	Patrol burned areas after fires to locate and eliminate hot spots that may restart fires.	True	Requires physical presence at burned sites to inspect, locate hot spots, and eliminate them through manual intervention.
22975	33-2011.00	Participate in fire drills and demonstrations of fire fighting techniques.	True	Fire drills and demonstrations require physical participation, bodily movement, hands-on handling of equipment, and practical execution of firefighting techniques.
22978	33-2011.00	Participate in physical training activities to maintain a high level of physical fitness.	True	Requires bodily movement and physical activity (exercising, training). Primary execution is physical engagement, not cognitive or text-based work.
22979	33-2011.00	Protect property from water and smoke, using waterproof salvage covers, smoke ejectors, and deodorants.	True	Involves physical manipulation and deployment of tangible equipment (covers, ejectors) to protect property during emergency response.
22981	33-2011.00	Salvage property by removing broken glass, pumping out water, and ventilating buildings to remove smoke.	True	Physically removing glass, operating pumps to extract water, and ventilating buildings all require hands-on manual work and equipment operation.
22982	33-2011.00	Orient self in relation to fire, using compass and map, and collect supplies and equipment dropped by parachute.	True	Task involves physical navigation in field conditions, locating dropped supplies, and collecting/transporting parachuted equipment. Requires hands-on physical execution.
22983	33-2011.00	Clean and maintain fire stations and fire fighting equipment and apparatus.	True	Cleaning and maintaining physical equipment and facilities requires hands-on physical work, tool operation, and physical inspection of tangible objects.
22984	33-2011.00	Inspect buildings for fire hazards and compliance with fire prevention ordinances, testing and checking smoke alarms and fire suppression equipment as necessary.	True	Requires physical testing and checking of fire suppression equipment and smoke alarms on-site, plus hands-on inspection of building premises.
22985	33-2011.00	Take action to contain any hazardous chemicals that could catch fire, leak, or spill.	True	Requires physical action: handling, moving, or securing containers/materials to prevent hazards.
22986	33-2011.00	Extinguish flames and embers to suppress fires, using shovels or engine- or hand-driven water or chemical pumps.	True	Requires physical operation of tools (shovels, pumps) and direct manipulation of water/chemicals to extinguish fires—core manual work.
22987	33-2011.00	Administer first aid and cardiopulmonary resuscitation to injured persons or provide emergency medical care such as basic or advanced life support.	True	Administering first aid, CPR, and emergency medical care requires hands-on physical intervention with patients' bodies—chest compressions, rescue breathing, wound treatment.
22988	33-2011.00	Operate pumps connected to high-pressure hoses.	True	Operating pumps and high-pressure hoses requires physical manipulation and control of machinery and equipment.
22989	33-2011.00	Search to locate fire survivors.	True	Searching for fire survivors requires physical presence at a fire scene, bodily movement through the area, and hands-on interaction with the environment.
22990	33-2011.00	Train new employees to control and suppress fires.	True	Training involves hands-on fire suppression techniques, equipment operation, and physical demonstration at work sites.
