task_id	soc_code	task	task_category	human_time_minutes	human_time_rationale	robot_success_prob	robot_success_rationale
10761	53-7011.00	Move, assemble, and connect hoses or nozzles to material hoppers, storage tanks, conveyor sections or chutes, and pumps.	assembly	20.0	One instance = moving, assembling, and connecting hoses/nozzles to a single piece of equipment (hopper, tank, conveyor, or pump). A competent worker typically takes 15–25 minutes per setup.	12.0	Requires carrying heavy/bulky hoses, precise alignment of couplings, threading or clamping connections, and navigating cluttered industrial environments. Current humanoids lack the dexterity, force feedback, and generalization for reliable fluid-coupling assembly.
23757	53-3053.00	Vacuum and clean interiors, and wash and polish exteriors of automobiles.	cleaning	45.0	One instance = fully cleaning one automobile interior (vacuum + wipe) and exterior (wash + polish). A competent detailer takes ~30–60 min for a standard vehicle.	8.0	Requires operating multiple tools (vacuum, wash mitts, polisher) on curved, reflective, large surfaces; navigating around/inside a vehicle; applying consistent pressure for polishing. Far beyond current general-purpose humanoid capability at acceptable quality.
14981	49-9064.00	Fabricate parts for watches and clocks, using small lathes and other machines.	assembly	45.0	One instance = fabricating a single watch/clock part (e.g. a gear or arbor) on a lathe, from setup through finishing. A skilled horologist typically takes 30–60 minutes per part.	2.0	Requires ultra-fine dexterity to operate a watchmaker's lathe with micron-level precision, tool changes, and real-time tactile feedback on sub-millimeter parts. Far beyond current general-purpose humanoid capability.
10757	53-7011.00	Load, unload, or adjust materials or products on conveyors by hand, by using lifts, hoists, and scoops, or by opening gates, chutes, or hoppers.	manipulation	5.0	One instance = one load/unload/adjustment cycle at a conveyor station; a worker handles this in ~5 min including positioning items, operating lifts/hoists, or opening gates/chutes.	28.0	Task involves varied object sizes/weights, operating lifts/hoists/gates/chutes, and precise placement on moving conveyors. Generalization across tools and unstructured item types is still weak; heavy payloads and gate/chute operation add further challenges for current humanoids.
15014	51-2061.00	Estimate spaces between collets and first inner coils to determine if spaces are within acceptable limits.	inspection	3.0	One instance = inspecting one spring/collet assembly. A skilled worker visually estimates or uses a feeler gauge/caliper to check the gap in ~2–4 minutes.	12.0	Requires fine visual measurement of sub-millimeter gaps between small mechanical components (collets and inner coils). Current robots lack the precise close-range vision, fine positional understanding, and measurement tool manipulation needed for reliable pass/fail inspection at required tolerances.
23647	51-9071.00	Weigh, mix, and melt metal alloys or materials needed for jewelry models.	manipulation	30.0	One instance = weighing, mixing, and melting a single batch of alloy for a jewelry model; a skilled jeweler typically takes 20–40 min including setup, precise measurement, and melt.	4.0	Requires precise gram-scale weighing, fine dexterous handling of small metal pieces, operating a jeweler's torch or furnace at high heat, and monitoring melt visually — well beyond current humanoid dexterity, heat-safety limits, and fine tool-use generalization.
23656	51-9124.00	Dispose of hazardous waste in an appropriate manner.	manipulation	45.0	One instance = identifying, packaging, labeling, and delivering one batch of hazardous waste to a designated disposal point; includes PPE donning, container sealing, and transport.	5.0	Requires chemical identification, reading labels, selecting correct containers, donning PPE, safe handling of liquids/solids with spill risk, regulatory compliance judgment, and multi-step logistics — far beyond current robot generalization and safety guarantees.
10847	13-1041.01	Perform laboratory tests on samples collected, such as analyzing the content of contaminated wastewater.	inspection	45.0	One instance = running a standard analysis (e.g., BOD, pH, turbidity, contaminant panel) on a single wastewater sample batch; ~45 min including prep, instrument operation, and logging.	8.0	Requires fine dexterous pipetting, precise reagent handling, operating specialized lab instruments, interpreting results, and adapting to varied protocols. Current humanoids lack the precision, lab-tool integration, and chemical reasoning needed.
14977	49-9064.00	Clean, rinse, and dry timepiece parts, using solutions and ultrasonic or mechanical watch-cleaning machines.	manipulation	20.0	One instance = cleaning a full set of parts for one timepiece. Includes loading parts into baskets, running cleaning/rinse cycles (~10–15 min machine time), and drying — roughly 20 min total hands-on + wait.	8.0	Tiny, delicate watch parts demand extreme fine dexterity and precise handling; current humanoids lack the sub-millimeter manipulation, specialized micro-basket loading, and fluid-handling finesse needed. High risk of part loss or damage.
9984	49-3043.00	Repair or replace defective or worn parts such as bearings, pistons, and gears, using hand tools, torque wrenches, power tools, and welding equipment.	assembly	90.0	One instance = repairing/replacing one defective component (e.g., a bearing, piston, or gear). A competent mechanic typically spends 60–120 min per component including diagnosis, disassembly, replacement, and reassembly.	4.0	Requires high-force torque wrench use, welding, fine dexterous manipulation of heavy/greasy parts in constrained engine bays, and adaptive problem-solving for worn/seized components — far beyond current humanoid robot capabilities.
15004	51-2061.00	Observe operation of timepiece parts and subassemblies to determine accuracy of movement, and to diagnose causes of defects.	inspection	15.0	One instance = inspecting a single timepiece movement/subassembly. A skilled watchmaker spends ~10–20 min observing, timing, and diagnosing a movement.	4.0	Requires extreme precision visual inspection of micro-scale parts, fine dexterity to handle delicate subassemblies, and expert diagnostic reasoning. 2026 robots lack the micro-vision, fine manipulation, and fault-diagnosis cognition needed.
10892	17-3024.00	Test performance of electromechanical assemblies, using test instruments such as oscilloscopes, electronic voltmeters, or bridges.	inspection	20.0	One instance = testing a single electromechanical assembly end-to-end. A competent technician sets up instruments, connects probes, runs test sequences, and records results in ~15–25 min.	6.0	Requires fine dexterous probe placement on varied connectors, interpreting oscilloscope/voltmeter readings, adjusting settings, and making pass/fail judgments. Current humanoids lack reliable fine manipulation and instrument-reading perception for unstructured bench work.
23766	53-3054.00	Perform routine vehicle maintenance, such as regulating tire pressure and adding gasoline, oil, and water.	vehicle operation	20.0	One instance = one full routine maintenance check (tires, fuel, oil, coolant) on one vehicle. A competent worker takes ~15–25 min total.	6.0	Requires operating fuel pumps, unscrewing caps, handling hoses/nozzles, reading dipsticks, and using tire pressure gauges — all fine dexterous tool-use in unstructured outdoor/garage environments. Current humanoids lack reliable generalization for this multi-step fluid/tool workflow.
23787	53-4022.00	Check to see that trains are equipped with supplies such as fuel, water, and sand.	inspection	20.0	One instance = checking all supply levels (fuel, water, sand) on a single train before departure. A competent worker physically inspects gauges, reservoirs, and sandboxes in ~15–25 minutes.	8.0	Requires navigating around/under a large train, reading analog/digital gauges in varied lighting, accessing hatches, and interpreting supply levels. Outdoor/unstructured environment, heavy equipment interfaces, and multi-step inspection logic are well beyond current humanoid robot capabilities.
23793	53-4022.00	Connect air hoses to cars, using wrenches.	assembly	5.0	One instance = connecting one air hose fitting to a car (e.g., tire valve or pneumatic port) using a wrench. A competent mechanic completes this in ~5 minutes.	20.0	Requires precise alignment and torquing of threaded fittings with a wrench — demanding dexterity and force control. Current humanoids struggle with tool-use (wrench grip, rotation), small fittings, and applying calibrated torque reliably.
2375	31-1122.00	Plan, shop for, or prepare nutritious meals or assist families in planning, shopping for, or preparing nutritious meals.	food prep	60.0	One instance = planning, shopping for, and preparing one meal for a family. Includes ~15 min planning, ~20 min shopping, ~25 min prep/cooking.	8.0	Requires multi-step reasoning (nutrition planning), navigation in a grocery store, and cooking in an unstructured kitchen. Each sub-task is individually hard; chaining all three autonomously is beyond current frontier robots.
23762	53-3054.00	Drive taxicabs or privately owned vehicles to transport passengers.	vehicle operation	25.0	One instance = one passenger trip. Median urban taxi/rideshare trip is roughly 20–30 minutes including pickup and dropoff.	2.0	Humanoid robots cannot physically operate a standard vehicle in live traffic. L4 AVs exist but are narrow, map-dependent systems — not general-purpose humanoid robots. No current frontier humanoid meets this task.
14976	49-9064.00	Repair or replace broken, damaged, or worn parts on timepieces, using lathes, drill presses, and hand tools.	manipulation	60.0	One instance = repairing or replacing a single broken/worn part on a timepiece. A skilled watchmaker typically spends 30–90 minutes per part, including diagnosis, machining, and fitting.	1.0	Requires extreme sub-millimeter dexterity to handle tiny watch components, operate precision lathes and drill presses, and fit micro-parts. Far beyond current humanoid robot fine-motor and tool-use capabilities. Essentially zero success probability.
10963	25-9044.00	Copy and distribute classroom materials.	manipulation	15.0	One instance = copying and distributing one set of materials for a typical classroom (~25–30 students). Includes printing/copying and handing out sheets.	12.0	Requires operating a copier (complex UI, paper loading), then navigating a classroom and distributing to each student. Copier interaction and reliable per-person delivery in a dynamic, crowded room exceed current humanoid generalization and dexterity limits.
10999	27-1013.00	Create sketches, profiles, or likenesses of posed subjects or photographs, using any combination of freehand drawing, mechanical assembly kits, and computer imaging.	manipulation	45.0	One instance = completing one sketch/likeness of a subject. A competent forensic or portrait artist typically spends 30–60 minutes producing an acceptable likeness.	3.0	Requires high-level creative perception, fine motor freehand drawing, and artistic judgment far beyond current robot capability. No frontier humanoid can produce an accepted portrait likeness autonomously; fine dexterous artistry and aesthetic evaluation are unsolved.
15092	51-9071.06	Examine gems during processing to ensure accuracy of angles and positions of cuts or bores, using magnifying glasses, loupes, or shadowgraphs.	inspection	3.0	One instance = inspecting a single gem during processing. A skilled gemologist spends ~2–4 minutes examining one stone's cut angles and bore positions under magnification.	6.0	Requires ultra-fine dexterous handling of tiny, reflective gems, precise optical tool use (loupe/shadowgraph), and expert visual interpretation of sub-millimeter cut angles. Current robots lack the micro-dexterity, specialized optics integration, and gemological perceptual judgment needed.
10886	17-3021.00	Construct and maintain test facilities for aircraft parts and systems, according to specifications.	assembly	480.0	One instance = constructing or performing a maintenance cycle on a test facility setup. A full build/maintain session for an aircraft parts test rig typically takes a full workday (8 hours).	2.0	Requires reading complex engineering specs, operating heavy/specialized tools, precise structural assembly, electrical/hydraulic integration, and quality verification. Far beyond current humanoid robot capability in unstructured, high-stakes aerospace environments.
15100	51-9071.06	Hold stones, gems, dies, or styluses against rotating plates, wheels, saws, or slitters to cut, shape, slit, grind, or polish them.	manipulation	12.0	One instance = processing a single stone/gem/die against a rotating tool. A skilled lapidary or gem cutter typically spends ~5–20 minutes per piece depending on complexity.	4.0	Requires extreme fine dexterity, precise force feedback, and tactile sensing to hold tiny gems/stones at exact angles against rotating tools without cracking them. Far beyond current humanoid robot capability.
10888	17-3021.00	Test aircraft systems under simulated operational conditions, performing systems readiness tests and pre- and post-operational checkouts, to establish design or fabrication parameters.	inspection	180.0	One instance = a full systems readiness test/checkout cycle for one aircraft. Competent aerospace technician/engineer typically spends 2–4 hours on pre-op, simulated operational tests, and post-op documentation.	2.0	Requires operating specialized cockpit controls, interpreting multi-system avionics readouts, applying engineering judgment, and interfacing with ground support equipment. Far beyond current humanoid dexterity, domain-specific tool use, and autonomous reasoning capabilities.
10756	53-7011.00	Collect samples of materials or products, checking them to ensure conformance to specifications or sending them to laboratories for analysis.	inspection	20.0	One instance = collecting a single sample batch from a production line or site, performing a basic conformance check, and/or preparing it for lab submission. Typically 15–30 minutes for a competent technician.	18.0	Requires navigating varied environments, identifying correct sampling points, using collection tools precisely, labeling, and making conformance judgments. Current robots lack reliable generalization for unstructured sampling contexts, fine tool use, and quality assessment reasoning.
10995	27-1013.00	Cut, bend, laminate, arrange, and fasten individual or mixed raw and manufactured materials and products to form works of art.	manipulation	120.0	One instance = completing a single mixed-media artwork. A competent artist typically spends 1–3 hours cutting, bending, laminating, arranging, and fastening materials for a moderate-complexity piece.	3.0	Requires creative judgment, fine dexterity across wildly varied materials (cutting, bending, laminating, fastening), and aesthetic evaluation. Current robots lack artistic intent, generalization across unstructured materials, and the nuanced touch needed for art-quality output.
10730	53-6051.01	Examine aircraft access plates and doors for security.	inspection	20.0	One instance = full walkaround inspection of all access plates/doors on one aircraft; a competent technician checks latches, fasteners, and seals in ~15–25 min.	6.0	Requires navigating uneven tarmac, reaching overhead/undersurface panels, visually identifying subtle security flaws (missing fasteners, improper latching), and handling complex aviation-specific hardware. Current humanoids lack aviation-trained perception, needed reach envelopes, and reliability on outdoor terrain around aircraft.
15016	51-2061.00	Turn wheels of calipers and examine springs, using loupes, to determine if center coils appear as perfect circles.	inspection	3.0	One instance = one spring examined. Skilled inspector adjusts calipers, uses loupe, and judges coil circularity in ~3 minutes.	3.0	Requires extreme fine dexterity to manipulate tiny caliper wheels and position a loupe, plus high-acuity close-up visual inspection for subtle geometric defects. Far beyond current humanoid robot capability in precision and perception.
23733	53-3053.00	Check the condition of a vehicle's tires, brakes, windshield wipers, lights, oil, fuel, water, and safety equipment to ensure that everything is in working order.	inspection	20.0	One instance = full pre-trip vehicle inspection covering 8 systems. A competent driver/mechanic walks around and checks each item; ~20 min is typical for a thorough but routine check.	8.0	Requires diverse sensing (visual, tactile, fluid-level reading), mobility under/around a vehicle, operating hood latches and dipsticks, and interpreting varied vehicle formats. Current humanoids lack reliable fluid-level reading, under-vehicle navigation, and multi-system generalization.
15101	51-9071.06	Sort rough diamonds into categories based on shape, size, color, and quality.	inspection	2.0	One instance = sorting a single rough diamond. A trained sorter assesses shape, size, color, and quality in ~1–3 minutes per stone using loupes and reference charts.	8.0	Requires expert-level visual perception for subtle color/quality grading, fine dexterous manipulation of small irregular gems, and highly specialized domain knowledge. Current robots lack the precision optics, tactile sensitivity, and grading expertise needed.
10695	53-4031.00	Instruct workers to set warning signals in front and at rear of trains during emergency stops.	locomotion	10.0	One instance = instructing crew and deploying warning signals at both ends of a stopped train. A competent worker walks both ends (~300m), places/activates signals. ~10 min total.	3.0	Requires navigating live rail environment, climbing on/off train, traversing long outdoor track (rough terrain, weather), deploying specialized railway signal devices, and issuing verbal crew instructions — far beyond 2026 humanoid capability.
10720	53-6031.00	Order stock, and price and shelve incoming goods.	inspection	30.0	One instance = reviewing inventory levels, placing a stock order via system/phone. A competent worker typically takes 20–40 min per ordering session.	3.0	Requires navigating procurement software, supplier portals, or phone calls; making judgment calls on quantities/suppliers. Current humanoids lack the cognitive interface and business-process integration for autonomous ordering.
15099	51-9071.06	Immerse stones in prescribed chemical solutions to determine specific gravities and key properties of gemstones or substitutes.	inspection	8.0	One instance = testing one gemstone. Human immerses stone in solution, observes behavior/suspension point, records specific gravity reading — typically 5–10 minutes per stone.	6.0	Requires ultra-fine dexterity to handle tiny gemstones, precise immersion in chemical solutions, and nuanced visual interpretation of suspension behavior. Current robots lack the fine manipulation and specialized perception for reliable gemological testing.
23778	53-4022.00	Monitor trains as they go around curves to detect dragging equipment and smoking journal boxes.	inspection	30.0	One instance = observing one train passing a curve checkpoint; a worker watches the full consist (~5–15 min) plus readiness time, ~30 min total per train event.	12.0	Requires sustained outdoor trackside positioning, thermal/visual detection of smoke and dragging equipment on fast-moving trains, and real-time anomaly judgment. Current humanoids lack rail-environment durability, reliable thermal sensing integration, and sustained autonomous vigilance outdoors near moving trains.
15006	51-2061.00	Replace specified parts to repair malfunctioning timepieces, using watchmakers' tools, loupes, and holding fixtures.	manipulation	60.0	One instance = diagnosing and replacing a faulty part in one timepiece. A competent watchmaker typically spends 30–90 minutes depending on complexity; ~60 min median.	1.0	Watchmaking demands extreme fine dexterity (sub-millimeter parts), precise loupe-aided vision, force sensitivity, and specialized tool use. Far beyond current humanoid robots' dexterous manipulation capabilities.
10781	53-7062.00	Move freight, stock, or other materials to and from storage or production areas, loading docks, delivery vehicles, ships, or containers, by hand or using trucks, tractors, or other equipment.	material handling	20.0	One instance = moving a typical load (pallet or batch of items) from point A to point B within a facility or between dock/vehicle/storage. Median ~20 min including retrieval, transit, and placement.	25.0	Highly varied environments, mixed object types, and equipment operation (forklifts, pallet jacks, vehicles) challenge humanoids. Flat indoor pick-and-carry is feasible; outdoor terrain, heavy loads, and vehicle/dock interfaces drop success sharply.
23661	51-9124.00	Remove grease, dirt, paint, or rust from surfaces in preparation for paint application, using abrasives, solvents, brushes, blowtorches, washing tanks, or sandblasters.	cleaning	45.0	One instance = preparing one medium-sized surface (e.g., a car panel or metal component). A competent worker using abrasives, solvents, or sandblasting typically takes 30–60 minutes.	12.0	Requires tool-switching (brushes, sandblasters, blowtorches, solvents), force-controlled scrubbing on varied surfaces, and quality inspection. Current humanoids lack reliable tool-use generalization, precise force control, and safety handling of blowtorches/solvents.
10964	25-9044.00	Demonstrate use of laboratory equipment and enforce laboratory rules.	inspection	30.0	One instance = a single lab demonstration/orientation session for a group of students, covering equipment use and rules. ~30 min is typical for a lab intro.	4.0	Requires complex verbal instruction, social authority, adaptive communication, and nuanced rule enforcement. Robots lack natural language teaching ability, social presence, and situational judgment needed to monitor and correct student behavior reliably.
15106	51-9071.06	Measure sizes of stones' bore holes and cuts to ensure adherence to specifications, using precision measuring instruments.	inspection	5.0	One instance = measuring bore holes/cuts on a single stone. A skilled lapidary uses calipers or gauges and checks key dimensions in ~5 minutes.	12.0	Requires fine dexterity to position precision instruments (calipers, gauges) accurately on irregular stone surfaces, interpret readings, and compare to specs. Current robots lack the fine motor control and tactile feedback needed for reliable, accepted-quality results.
23782	53-4022.00	Raise levers to couple and uncouple cars for makeup and breakup of trains.	locomotion	3.0	One instance = coupling or uncoupling one pair of rail cars. A skilled car-knocker typically takes 2–4 minutes including walking to position and verifying the connection.	8.0	Requires navigating uneven, outdoor rail yard terrain, locating and grasping a heavy coupler lever under varying orientations/conditions, and timing with moving cars — far beyond reliable 2026 humanoid capability.
23799	53-4022.00	Provide passengers with assistance entering and exiting trains.	caregiving	2.0	One instance = assisting one passenger board or alight a train; typically takes 1–3 minutes including guiding, steadying, and gap/step management.	8.0	Requires dynamic balance on moving/uneven platform gaps, physical steadying of unpredictable humans, social cue interpretation, and safe force application — all in crowded, unstructured public environments. Far beyond current humanoid reliability.
23776	53-4022.00	Pull or push track switches to reroute cars.	manipulation	1.5	One instance = throwing one track switch (pull or push lever/handle). A competent switchman completes this in about 1–2 minutes including walking to the switch stand and confirming alignment.	12.0	Track switch stands are large, heavy, and require forceful pushing/pulling of a rigid iron lever in outdoor/uneven rail-yard terrain. Humanoids lack the grip strength, foot stability on ballast, and specialized tool familiarity; outdoor rough terrain locomotion and high-force lever operation compound failure risk.
15095	51-9071.06	Examine gem surfaces and internal structures, using polariscopes, refractometers, microscopes, and other optical instruments, to differentiate between stones, to identify rare specimens, or to detect flaws, defects, or peculiarities affecting gem values.	inspection	15.0	One instance = examining one gem stone. A skilled gemologist spends ~10–20 min per stone across multiple optical instruments to characterize it fully.	4.0	Requires precise manipulation of tiny gems onto specialized optical instruments (polariscopes, refractometers, microscopes), expert interpretation of optical data, and fine dexterity with millimeter-scale objects — all far beyond current humanoid robot capability.
15012	51-2061.00	Adjust sizes or positioning of timepiece parts to achieve specified fit or function, using calipers, fixtures, and loupes.	manipulation	25.0	One instance = adjusting a single timepiece part (e.g., fitting a gear, jewel, or spring) including measuring, repositioning, and verifying fit. A skilled watchmaker takes ~15–35 min per adjustment.	2.0	Requires sub-millimeter dexterity with loupes, calipers, and tiny fixtures on microscopic parts. Far beyond current humanoid fine-motor capability; even specialized robotic systems struggle with watch-scale manipulation and multi-tool coordination.
10895	17-3024.00	Align, fit, or assemble component parts, using hand or power tools, fixtures, templates, or microscopes.	assembly	20.0	One instance = aligning/fitting/assembling one component set. Typical bench assembly job takes ~15–30 min depending on complexity; 20 min is a reasonable median.	25.0	Structured pick-and-place with jigs is feasible (~40–80%), but fixtures, templates, and especially microscope-guided fine alignment require precision dexterity and visual servoing beyond current humanoid capability. Tool switching adds further complexity.
10776	53-7021.00	Direct truck drivers backing vehicles into loading bays and cover, uncover, or secure loads for delivery.	vehicle operation	15.0	One instance = directing one truck into a loading bay plus securing/covering the load. Signaling takes 2–5 min; covering/strapping a load takes 5–15 min depending on cargo type.	4.0	Task blends outdoor traffic directing (requires clear human-like signaling and spatial judgment) with heavy tarp/strap securing (highly variable, forceful manipulation). Humanoids cannot drive trucks; directing requires dynamic hand-signal communication rarely mastered by current robots. Tarp/bungee/strap work on irregular loads is beyond reliable autonomous capability.
23796	53-4022.00	Ride atop cars that have been shunted, and turn handwheels to control speeds or stop cars at specified positions.	vehicle operation	8.0	One instance = riding a shunted railcar and adjusting handwheels to stop/position it. A typical car rider operation takes roughly 5–10 minutes per car from push to final positioning.	2.0	Requires balancing on a moving railcar in outdoor/uneven conditions, operating specialized handwheels under dynamic loads, and making real-time speed/positioning judgments — far beyond current humanoid robot locomotion, balance, and tool-use capabilities.
11003	27-1013.00	Shade and fill in sketch outlines and backgrounds, using a variety of media such as water colors, markers, and transparent washes, labeling designated colors when necessary.	manipulation	45.0	One instance = completing shading/fill on a single sketch (e.g., one fashion illustration or design drawing). A competent illustrator typically takes 30–60 minutes per piece.	2.0	Requires fine artistic dexterity with multiple media (watercolor, markers, washes), aesthetic judgment for shading gradients, color selection, and labeling. Far beyond current robot artistic manipulation and creative generalization capabilities.
15102	51-9071.06	Secure gems or diamonds in holders, chucks, dops, lapidary sticks, or blocks for cutting, polishing, grinding, drilling, or shaping.	manipulation	5.0	One instance = securing a single gem/diamond in its holder/dop/chuck. A skilled lapidary takes ~3–7 min to align, seat, and fix one stone securely.	2.0	Extremely fine dexterity required: sub-millimeter alignment of tiny, irregular, often transparent stones into precise holders. Current robots lack the tactile sensitivity, vision precision, and tool-use finesse for this jeweler-grade task.
23780	53-4022.00	Observe tracks from left sides of locomotives to detect obstructions on tracks.	inspection	60.0	One instance = one shift or segment of active track observation from the left side of a locomotive cab during a typical train run (~1 hour of active scanning).	8.0	Requires operating aboard a moving locomotive (vehicle access), sustained outdoor perception across varied lighting/weather, and real-time hazard judgment. Humanoid robots cannot operate locomotive controls or safely ride/mount in cab positions autonomously. Vision-only track inspection is a narrow specialized system, not a general-purpose humanoid task.
11038	27-2032.00	Teach students, dancers, and other performers about rhythm and interpretive movement.	caregiving	60.0	One instance = one class/session teaching rhythm and interpretive movement; typical dance/movement class runs ~60 minutes.	3.0	Requires expressive, nuanced full-body movement, real-time adaptive instruction, emotional communication, and musical interpretation. Current humanoids lack expressive pedagogy, fluid artistic motion, and social teaching capability.
10786	53-7062.00	Pack containers and re-pack damaged containers.	assembly	8.0	One instance = packing or re-packing one container (box/crate). A competent worker selects items, arranges, cushions, seals, and labels in ~8 minutes.	25.0	Robots can pick and place items but struggle with irregular/damaged containers, adaptive packing judgment, cushioning materials, and re-packing varied goods without structured environments. Generalization and dexterity remain limiting.
10523	51-9082.00	Cover or pad metal or plastic structures or devices, using coverings such as rubber, leather, felt, plastic, or fiberglass.	assembly	25.0	One instance = covering/padding a single metal or plastic structure (e.g., a handle, frame, or panel). A skilled worker fits, trims, and secures the covering material in ~20–30 min.	8.0	Requires precise multi-material handling, cutting, stretching, and conforming soft/irregular materials (rubber, leather, felt) onto varied 3D structures. Current robots lack the dexterous fine-motor control and adaptive force feedback needed for consistent quality results.
15003	51-2061.00	Assemble and install components of timepieces to complete mechanisms, using watchmakers' tools and loupes.	assembly	120.0	One instance = assembling and installing one complete timepiece movement. A competent watchmaker typically spends 1–3 hours depending on complexity; 2 hours is a reasonable median.	2.0	Requires extreme sub-millimeter dexterity to handle hairsprings, jewels, and escape wheels with loupes. Current humanoid robots lack the fine-motor precision, tactile feedback, and tool-use capability needed for micro-scale watchmaking assembly.
23801	53-4022.00	Conduct brake tests to determine the condition of brakes on trains.	inspection	45.0	One instance = a full brake test on a single train consist (initial terminal test + continuity check). A competent inspector typically takes 30–60 minutes.	3.0	Requires operating locomotive cab controls, walking the entire train length on ballast/uneven terrain, coupling air hoses, reading gauges, and applying expert judgment. No humanoid robot can operate train controls or navigate rail yards autonomously at this standard.
15015	51-2061.00	Bend inner coils of springs away from or toward collets, using tweezers, to locate centers of collets in centers of springs, and to correct errors resulting from faulty colleting of coils.	manipulation	3.0	One instance = adjusting one spring-collet assembly. A skilled watchmaking/spring technician can inspect and correct a single spring's centering in ~2–4 minutes using tweezers.	1.0	Requires extreme fine dexterity with tweezers on sub-millimeter watch spring coils, precise tactile feedback, and micro-visual inspection. Far beyond current humanoid robot fine manipulation capabilities.
15107	51-9071.06	Select shaping wheels for tasks, and mix and apply abrasives, bort, or polishing compounds.	manipulation	15.0	One instance = selecting and mounting a shaping wheel then mixing and applying abrasive/polishing compound for one workpiece setup; a skilled worker takes ~15 min.	4.0	Requires expert-level tactile judgment to select the correct wheel grade, precise fine motor control for mixing compounds to correct consistency, and tool/fixture manipulation—well beyond current humanoid generalization and dexterity limits.
15098	51-9071.06	Examine diamonds or gems to ascertain the shape, cut, and width of cut stones, or to select the cuts that will result in the biggest, best quality stones.	inspection	15.0	One instance = examining a single stone to assess shape, cut, and width or plan optimal cut. A skilled gemologist/cutter typically spends 10–20 minutes per stone.	4.0	Requires expert-level optical inspection (loupe/microscope), fine haptic sensing, and deep gemological knowledge to plan cuts. Current robots lack gem-grade visual precision, specialized tool integration, and domain expertise for autonomous quality judgments.
1510	19-2031.00	Induce changes in composition of substances by introducing heat, light, energy, or chemical catalysts for quantitative or qualitative analysis.	inspection	45.0	One instance = one analytical procedure (e.g., a single titration, combustion, or photolysis run). Setup, reaction, monitoring, and recording results typically takes 30–60 minutes.	6.0	Requires precise pipetting, chemical handling, reading analog/digital instruments, adjusting lab equipment, and interpreting results. Fine dexterity, chemical safety awareness, and adaptive judgment far exceed current humanoid robot capabilities.
11013	27-1013.00	Provide entertainment at special events by performing activities such as drawing cartoons.	manipulation	10.0	One instance = one cartoon drawn for a guest at a special event. A competent caricature/cartoon artist typically spends 5–15 minutes per subject.	3.0	Requires fine dexterous drawing, artistic creativity, social interaction, real-time facial interpretation, and crowd engagement — all far beyond current humanoid robot capabilities in unstructured event settings.
15117	51-9195.05	Position balls of clay in centers of potters' wheels, and start motors or pump treadles with feet to revolve wheels.	manipulation	2.0	One instance = centering one clay ball on a wheel and starting it spinning. A skilled potter does this in ~1–3 minutes.	8.0	Requires precise bimanual force-sensitive centering of deformable clay (very hard for robots), foot-operated treadle control, and coordinated whole-body posture. Current robots lack the fine haptic feedback and compliance needed.
15019	51-2061.00	Tighten or replace loose jewels, using watchmakers' tools.	fine dexterous work	15.0	One instance = tightening or replacing one loose jewel in a watch movement. A skilled watchmaker takes ~10–20 min including inspection, tool selection, and re-seating/replacing the jewel.	1.0	Requires sub-millimeter dexterity with tiny specialized tools on micro-scale watch components. Far beyond current humanoid robots' manipulation precision, force sensing, and tool-use capability. Effectively impossible autonomously in 2026.
15121	51-9195.05	Design clay forms and molds, and decorations for forms.	manipulation	90.0	One instance = designing and producing one clay form/mold with decorations. A skilled ceramicist typically spends 60–120 minutes on a single piece from concept to finished raw form.	3.0	Requires creative design judgment, sustained ultra-fine dexterous manipulation of soft deformable clay, and artistic decoration. Current humanoids lack the fine motor control, force sensitivity, and generative creativity needed for ceramics work.
23660	51-9124.00	Operate lifting or moving devices to move equipment or materials to access areas to be painted.	heavy machinery	20.0	One instance = positioning a lift or moving device to grant access to a paint area. A competent operator typically takes 15–25 minutes to set up, operate, and secure the equipment.	3.0	Requires operating forklifts, boom lifts, or scissor lifts — heavy vehicle-class equipment a humanoid cannot drive or safely control. No current general-purpose robot has demonstrated this autonomously in real environments.
11004	27-1013.00	Collaborate with engineers, mechanics, and other technical experts as necessary to build and install creations.	assembly	120.0	One instance = a single collaborative build/install session. Competent workers typically spend 1–3 hours coordinating, assembling, and installing a moderately complex creation with a team.	3.0	Requires high-level communication, negotiation, and coordination with human experts; adaptive problem-solving in unstructured environments; and operating specialized tools. Far beyond current robot generalization and social collaboration capabilities.
23779	53-4022.00	Inspect couplings, air hoses, journal boxes, and handbrakes to ensure that they are securely fastened and functioning properly.	inspection	15.0	One instance = inspecting one railcar's couplings, air hoses, journal boxes, and handbrakes. A competent car inspector (carman) walks around one car checking all components, typically 10–20 minutes.	5.0	Requires navigating uneven rail yard terrain, crawling/bending under cars, identifying and functionally testing specialized railroad components. Highly unstructured, dirty environment; current humanoids lack rail-specific perception, dexterity, and mobility for this domain.
10713	53-6031.00	Activate fuel pumps and fill fuel tanks of vehicles with gasoline or diesel fuel to specified levels.	vehicle operation	7.0	One instance = fueling one vehicle to the specified level; includes selecting fuel type, inserting nozzle, filling to target, and replacing cap. Typical fill takes 5–10 min.	8.0	Requires precise nozzle insertion into a small fuel port, gripping a heavy hose under tension, reading pump controls, and handling flammable fluids safely. Dexterity and tool-use demands are high; no commercial deployment exists for this task.
